tname,tnameLastToken,attname,attNameLastToken,attNameFirstToken
canoeing at the Summer Olympics - men's C-2 metres,metres,country,country,country
canoeing at the Summer Olympics - men's C-2 metres,metres,notes,notes,notes
canoeing at the Summer Olympics - men's C-2 metres,metres,rank,rank,rank
canoeing at the Summer Olympics - men's C-2 metres,metres,time,time,time
canoeing at the Summer Olympics - men's K-1 500 metres,metres,athletes,athletes,athletes
canoeing at the Summer Olympics - men's K-1 500 metres,metres,country,country,country
canoeing at the Summer Olympics - men's K-1 500 metres,metres,notes,notes,notes
canoeing at the Summer Olympics - men's K-1 500 metres,metres,rank,rank,rank
canoeing at the Summer Olympics - men's K-1 500 metres,metres,time,time,time
canoeing at the Summer Olympics - men's K-2 500 metres,metres,athletes,athletes,athletes
canoeing at the Summer Olympics - men's K-2 500 metres,metres,country,country,country
canoeing at the Summer Olympics - men's K-2 500 metres,metres,notes,notes,notes
canoeing at the Summer Olympics - men's K-2 500 metres,metres,rank,rank,rank
canoeing at the Summer Olympics - men's K-2 500 metres,metres,time,time,time
canoeing at the Summer Olympics - men's K-2 metres,metres,athletes,athletes,athletes
canoeing at the Summer Olympics - men's K-2 metres,metres,country,country,country
canoeing at the Summer Olympics - men's K-2 metres,metres,notes,notes,notes
canoeing at the Summer Olympics - men's K-2 metres,metres,rank,rank,rank
canoeing at the Summer Olympics - men's K-2 metres,metres,time,time,time
Cape Epic,Epic,category,category,category
Cape Epic,Epic,date,date,date
Cape Epic,Epic,rider 2,2,rider
Cape Epic,Epic,rider 1,1,rider
Cape Epic,Epic,team,team,team
Cardiff City F.C. records and statistics,statistics,competition,competition,competition
Cardiff City F.C. records and statistics,statistics,date,date,date
Cardiff City F.C. records and statistics,statistics,opponents,opponents,opponents
Cardiff City F.C. records and statistics,statistics,score,score,score
Cardiff City F.C. records and statistics,statistics,venue,venue,venue
Cardiff City F.C. season,season,age,age,age
Cardiff City F.C. season,season,country,country,country
Cardiff City F.C. season,season,ends,ends,ends
Cardiff City F.C. season,season,eu,eu,eu
Cardiff City F.C. season,season,moving from,from,moving
Cardiff City F.C. season,season,n,n,n
Cardiff City F.C. season,season,name,name,name
Cardiff City F.C. season,season,p,p,p
Cardiff City F.C. season,season,source,source,source
Cardiff City F.C. season,season,transfer window,window,transfer
Cardiff City F.C. season,season,transfer fee,fee,transfer
Cardiff City F.C. season,season,type,type,type
career achievements by Dwight Howard,Howard,blocks per game,game,blocks
career achievements by Dwight Howard,Howard,field goal percentage,percentage,field
career achievements by Dwight Howard,Howard,month,month,month
career achievements by Dwight Howard,Howard,points per game,game,points
career achievements by Dwight Howard,Howard,rebounds per game,game,rebounds
career achievements by Dwight Howard,Howard,season,season,season
career achievements by Dwight Howard,Howard,selection,selection,selection
career achievements by Dwight Howard,Howard,team record,record,team
career achievements by Jack Nicklaus,Nicklaus,championship,championship,championship
career achievements by Jack Nicklaus,Nicklaus,margin,margin,margin
career achievements by Jack Nicklaus,Nicklaus,runner - up,up,runner
career achievements by Jack Nicklaus,Nicklaus,winning score,score,winning
career achievements by Jack Nicklaus,Nicklaus,year,year,year
CarnivÃ le episodes,episodes,bens location,location,bens
CarnivÃ le episodes,episodes,directed by,by,directed
CarnivÃ le episodes,episodes,no,no,no
CarnivÃ le episodes,episodes,original air date,date,original
CarnivÃ le episodes,episodes,title,title,title
CarnivÃ le episodes,episodes,us viewers,viewers,us
CarnivÃ le episodes,episodes,written by,by,written
Carolina Hurricanes season,season,college / junior / club team,team,college
Carolina Hurricanes season,season,nationality,nationality,nationality
Carolina Hurricanes season,season,player,player,player
Carolina Hurricanes season,season,position,position,position
Carolina Hurricanes season,season,round,round,round
Carolina Panthers season,season,college,college,college
Carolina Panthers season,season,name,name,name
Carolina Panthers season,season,pick,pick,pick
Carolina Panthers season,season,position,position,position
Carolina Panthers season,season,round,round,round
Carolina Panthers season,season,player,player,player
Carolina Panthers season,season,school / club team,team,school
CART season,season,fastest lap,lap,fastest
CART season,season,pole position,position,pole
CART season,season,race name,name,race
CART season,season,report,report,report
CART season,season,rnd,rnd,rnd
CART season,season,winning team,team,winning
CART season,season,winning driver,driver,winning
Cascade Collegiate Conference,Conference,enrollment,enrollment,enrollment
Cascade Collegiate Conference,Conference,founded,founded,founded
Cascade Collegiate Conference,Conference,institution,institution,institution
Cascade Collegiate Conference,Conference,joined,joined,joined
Cascade Collegiate Conference,Conference,location,location,location
Cascade Collegiate Conference,Conference,nickname,nickname,nickname
Cascade Collegiate Conference,Conference,varsity sports,sports,varsity
Castle episodes,episodes,directed by,by,directed
Castle episodes,episodes,no by series,series,no
Castle episodes,episodes,original air date,date,original
Castle episodes,episodes,production number,number,production
Castle episodes,episodes,title,title,title
Castle episodes,episodes,us viewers,viewers,us
Castle episodes,episodes,written by,by,written
castles in Scotland,Scotland,condition,condition,condition
castles in Scotland,Scotland,date,date,date
castles in Scotland,Scotland,name,name,name
castles in Scotland,Scotland,ownership,ownership,ownership
castles in Scotland,Scotland,type,type,type
Catalan motorcycle Grand Prix,Prix,grid,grid,grid
Catalan motorcycle Grand Prix,Prix,laps,laps,laps
Catalan motorcycle Grand Prix,Prix,manufacturer,manufacturer,manufacturer
Catalan motorcycle Grand Prix,Prix,rider,rider,rider
Catalan motorcycle Grand Prix,Prix,time / retired,retired,time
Catalan motorcycle Grand Prix,Prix,time,time,time
Catholic Church by country,country,catholic,catholic,catholic
Catholic Church by country,country,region,region,region
Catholic Church by country,country,total population,population,total
CE Lleida BÃ squet season,season,date,date,date
CE Lleida BÃ squet season,season,home,home,home
CE Lleida BÃ squet season,season,leading scorer,scorer,leading
CE Lleida BÃ squet season,season,record,record,record
CE Lleida BÃ squet season,season,score,score,score
CE Lleida BÃ squet season,season,visitor,visitor,visitor
Celtic F.C. season,season,attendance,attendance,attendance
Celtic F.C. season,season,date,date,date
Celtic F.C. season,season,match report,report,match
Celtic F.C. season,season,opponent,opponent,opponent
Celtic F.C. season,season,result,result,result
Celtic F.C. season,season,venue,venue,venue
Celtic F.C. season,season,league cup,cup,league
Celtic F.C. season,season,player,player,player
Celtic F.C. season,season,position,position,position
Celtic F.C. season,season,scottish cup,cup,scottish
Celtic F.C. season,season,total,total,total
Celtic F.C. season,season,uefa champions league,league,uefa
Central Collegiate Lacrosse Association,Association,affiliation,affiliation,affiliation
Central Collegiate Lacrosse Association,Association,enrollment,enrollment,enrollment
Central Collegiate Lacrosse Association,Association,founded,founded,founded
Central Collegiate Lacrosse Association,Association,institution,institution,institution
Central Collegiate Lacrosse Association,Association,location,location,location
Central Collegiate Lacrosse Association,Association,primary conference,conference,primary
Central Collegiate Lacrosse Association,Association,team nickname,nickname,team
Central Indiana Athletic Conference,Conference,county,county,county
Central Indiana Athletic Conference,Conference,location,location,location
Central Indiana Athletic Conference,Conference,mascot,mascot,mascot
Central Indiana Athletic Conference,Conference,previous conference,conference,previous
Central Indiana Athletic Conference,Conference,school,school,school
Central Indiana Athletic Conference,Conference,year joined,joined,year
Central Indiana Athletic Conference,Conference,year left,left,year
Central States Football League,League,enrollment,enrollment,enrollment
Central States Football League,League,founded,founded,founded
Central States Football League,League,institution,institution,institution
Central States Football League,League,joined,joined,joined
Central States Football League,League,location,location,location
Central States Football League,League,nickname,nickname,nickname
Central States Football League,League,primary conference when joining the csfl,csfl,primary
Central States Football League,League,type,type,type
Centrix Financial Grand Prix of Denver,Denver,best,best,best
Centrix Financial Grand Prix of Denver,Denver,name,name,name
Centrix Financial Grand Prix of Denver,Denver,qual 1,1,qual
Centrix Financial Grand Prix of Denver,Denver,qual 2,2,qual
Centrix Financial Grand Prix of Denver,Denver,team,team,team
Centrix Financial Grand Prix of Denver,Denver,driver,driver,driver
Centrix Financial Grand Prix of Denver,Denver,grid,grid,grid
Centrix Financial Grand Prix of Denver,Denver,laps,laps,laps
Centrix Financial Grand Prix of Denver,Denver,points,points,points
Centrix Financial Grand Prix of Denver,Denver,time / retired,retired,time
CEV Champions League,League,agg,agg,agg
CEV Champions League,League,team 2,2,team
CEV Champions League,League,team 1,1,team
CEV Women's Champions League,League,agg,agg,agg
CEV Women's Champions League,League,team 2,2,team
CEV Women's Champions League,League,team 1,1,team
CFL Draft,Draft,cfl team,team,cfl
CFL Draft,Draft,college,college,college
CFL Draft,Draft,pick,pick,pick
CFL Draft,Draft,player,player,player
CFL Draft,Draft,position,position,position
CFL Draft,Draft,school,school,school
Chad national football team,team,competition,competition,competition
